"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","CollMethd","REP","F_Record","PO4F","F_PO4F","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","CHLA_N","F_CHLA_N",
"lksbanut  ","P",05/24/2024 2:00,0,1,2         ,1         ,"",0.0110,<0>  ,0.0840,<0>  ,"","","","",0.1990,<0>  ,4.6500,<0>  ,
"lksbanut  ","P",05/24/2024 4:00,0,1,2         ,1         ,"",0.0110,<0>  ,0.0940,<0>  ,"","","","",0.1960,<0>  ,4.1000,<0>  ,
"lksbanut  ","P",05/24/2024 6:00,0,1,2         ,1         ,"",0.0110,<0>  ,0.0950,<0>  ,"","","","",0.1950,<0>  ,3.8600,<0>  ,
"lksbanut  ","P",06/20/2024 8:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.1150,<0>  ,"","","","",0.2030,<0>  ,3.9900,<0>  ,
"lksbanut  ","P",06/20/2024 10:00,0,1,2         ,1         ,"",0.0150,<0>  ,0.1140,<0>  ,"","","","",0.2210,<0>  ,4.4300,<0>  ,
"lksbanut  ","P",06/20/2024 12:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.1110,<0>  ,"","","","",0.2240,<0>  ,4.8000,<0>  ,
"lksbanut  ","P",06/20/2024 14:00,0,1,2         ,1         ,"",0.0150,<0>  ,0.1160,<0>  ,"","","","",0.2120,<0>  ,4.2100,<0>  ,
"lksbanut  ","P",06/20/2024 14:09,0,1,1         ,1         ,"",0.0160,<0>  ,0.1110,<0>  ,"","","","",0.2050,<0>  ,4.8300,<0>  ,
"lksbanut  ","P",06/20/2024 14:11,0,1,1         ,2         ,"",0.0160,<0>  ,0.1120,<0>  ,"","","","",0.2090,<0>  ,5.3500,<0>  ,
"lksbanut  ","P",06/20/2024 16:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.1140,<0>  ,"","","","",0.2070,<0>  ,4.7000,<0>  ,
"lksbanut  ","P",06/20/2024 18:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.1170,<0>  ,"","","","",0.2090,<0>  ,5.4500,<0>  ,
"lksbanut  ","P",06/20/2024 20:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.1020,<0>  ,"","","","",0.2030,<0>  ,5.0800,<0>  ,
"lksbanut  ","P",06/20/2024 22:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.1080,<0>  ,"","","","",0.2150,<0>  ,5.0800,<0>  ,
"lksbanut  ","P",06/21/2024 0:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.1080,<0>  ,"","","","",0.2090,<0>  ,4.7200,<0>  ,
"lksbanut  ","P",06/21/2024 2:00,0,1,2         ,1         ,"",0.0170,<0>  ,0.1130,<0>  ,"","","","",0.2190,<0>  ,4.4900,<0>  ,
"lksbanut  ","P",06/21/2024 4:00,0,1,2         ,1         ,"",0.0160,<0>  ,0.1120,<0>  ,"","","","",0.2200,<0>  ,4.5500,<0>  ,
"lksbanut  ","P",06/21/2024 6:00,0,1,2         ,1         ,"",0.0150,<0>  ,0.1100,<0>  ,"","","","",0.2190,<0>  ,4.5100,<0>  ,
"lksbanut  ","P",07/16/2024 8:00,0,1,2         ,1         ,"",0.0160,<0>  ,0.0870,<0>  ,"","","","",0.1790,<0>  ,4.2700,<0>  ,
"lksbanut  ","P",07/16/2024 10:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.0850,<0>  ,"","","","",0.1780,<0>  ,5.4900,<0>  ,
"lksbanut  ","P",07/16/2024 11:54,0,1,1         ,1         ,"",0.0200,<0>  ,0.1200,<0>  ,"","","","",0.1890,<0>  ,6.9800,<0>  ,
"lksbanut  ","P",07/16/2024 11:56,0,1,1         ,2         ,"",0.0220,<0>  ,0.1060,<0>  ,"","","","",0.1880,<0>  ,9.3800,<0>  ,
"lksbanut  ","P",07/16/2024 12:00,0,1,2         ,1         ,"",0.0150,<0>  ,0.0850,<0>  ,"","","","",0.1800,<0>  ,7.5600,<0>  ,
"lksbanut  ","P",07/16/2024 14:00,0,1,2         ,1         ,"",0.0160,<0>  ,0.0930,<0>  ,"","","","",0.1840,<0>  ,6.5000,<0>  ,
"lksbanut  ","P",07/16/2024 16:00,0,1,2         ,1         ,"",0.0160,<0>  ,0.0970,<0>  ,"","","","",0.1830,<0>  ,5.6300,<0>  ,
"lksbanut  ","P",07/16/2024 18:00,0,1,2         ,1         ,"",0.0180,<0>  ,0.1010,<0>  ,"","","","",0.1850,<0>  ,5.6000,<0>  ,
"lksbanut  ","P",07/16/2024 20:00,0,1,2         ,1         ,"",0.0160,<0>  ,0.0990,<0>  ,"","","","",0.1890,<0>  ,6.7500,<0>  ,
"lksbanut  ","P",07/16/2024 22:00,0,1,2         ,1         ,"",0.0210,<0>  ,0.1120,<0>  ,"","","","",0.1960,<0>  ,5.8000,<0>  ,
"lksbanut  ","P",07/17/2024 0:00,0,1,2         ,1         ,"",0.0220,<0>  ,0.1060,<0>  ,"","","","",0.1860,<0>  ,3.9600,<0>  ,
"lksbanut  ","P",07/17/2024 2:00,0,1,2         ,1         ,"",0.0230,<0>  ,0.1090,<0>  ,"","","","",0.1910,<0>  ,4.6700,<0>  ,
"lksbanut  ","P",07/17/2024 4:00,0,1,2         ,1         ,"",0.0240,<0>  ,0.1160,<0>  ,"","","","",0.1920,<0>  ,4.0800,<0>  ,
"lksbanut  ","P",07/17/2024 6:00,0,1,2         ,1         ,"",0.0240,<0>  ,0.1140,<0>  ,"","","","",0.1870,<0>  ,4.2900,<0>  ,
"lksbanut  ","P",08/13/2024 10:00,0,1,2         ,1         ,"",0.0190,<0>  ,0.0090,<0>  ,"","","","",0.4400,<0>  ,5.4100,<0>  ,
"lksbanut  ","P",08/13/2024 10:49,0,1,1         ,1         ,"",0.0210,<0>  ,0.0300,<0>  ,"","","","",0.4800,<0>  ,5.3500,<0>  ,
"lksbanut  ","P",08/13/2024 10:51,0,1,1         ,2         ,"",0.0200,<0>  ,0.0220,<0>  ,"","","","",0.4860,<0>  ,5.0800,<0>  ,
"lksbanut  ","P",08/13/2024 12:00,0,1,2         ,1         ,"",0.0190,<0>  ,0.0140,<0>  ,"","","","",0.4610,<0>  ,6.1900,<0>  ,
"lksbanut  ","P",08/13/2024 14:00,0,1,2         ,1         ,"",0.0180,<0>  ,0.0180,<0>  ,"","","","",0.4490,<0>  ,7.2400,<0>  ,
"lksbanut  ","P",08/13/2024 16:00,0,1,2         ,1         ,"",0.0190,<0>  ,0.0170,<0>  ,"","","","",0.4460,<0>  ,7.2600,<0>  ,
"lksbanut  ","P",08/13/2024 18:00,0,1,2         ,1         ,"",0.0190,<0>  ,0.0090,<0>  ,"","","","",0.4620,<0>  ,9.4800,<0>  ,
"lksbanut  ","P",08/13/2024 20:00,0,1,2         ,1         ,"",0.0160,<0>  ,0.0110,<0>  ,"","","","",0.4230,<0>  ,12.6500,<0>  ,
"lksbanut  ","P",08/13/2024 22:00,0,1,2         ,1         ,"",0.0150,<0>  ,0.0120,<0>  ,"","","","",0.4140,<0>  ,14.1700,<0>  ,
"lksbanut  ","P",08/14/2024 0:00,0,1,2         ,1         ,"",0.0150,<0>  ,0.0130,<0>  ,"","","","",0.4090,<0>  ,13.4300,<0>  ,
"lksbanut  ","P",08/14/2024 2:00,0,1,2         ,1         ,"",0.0150,<0>  ,0.0160,<0>  ,"","","","",0.4120,<0>  ,12.8100,<0>  ,
"lksbanut  ","P",08/14/2024 4:00,0,1,2         ,1         ,"",0.0160,<0>  ,0.0180,<0>  ,"","","","",0.4070,<0>  ,11.6600,<0>  ,
"lksbanut  ","P",08/14/2024 6:00,0,1,2         ,1         ,"",0.0160,<0>  ,0.0380,<0>  ,"","","","",0.4380,<0>  ,10.1100,<0>  ,
"lksbanut  ","P",08/14/2024 8:00,0,1,2         ,1         ,"",0.0160,<0>  ,0.0380,<0>  ,"","","","",0.4210,<0>  ,9.1400,<0>  ,
"lksbanut  ","P",09/10/2024 8:00,0,1,2         ,1         ,"",0.0030,<-4> [SBL] ,0.0200,<0>  ,"","","","",0.1690,<1> (CHB) ,58.7000,<0>  ,
"lksbanut  ","P",09/10/2024 10:00,0,1,2         ,1         ,"",0.0030,<-4> [SBL] ,0.0120,<0>  ,"","","","",0.2200,<1> (CHB) ,14.5400,<0>  ,
"lksbanut  ","P",09/10/2024 10:30,0,1,1         ,1         ,"",0.0050,<0>  ,0.0120,<0>  ,"","","","",0.1080,<1> (CHB) ,16.6600,<0>  ,
"lksbanut  ","P",09/10/2024 10:31,0,1,1         ,2         ,"",0.0030,<0>  ,0.0130,<0>  ,"","","","",0.1070,<1> (CHB) ,14.5900,<0>  ,
"lksbanut  ","P",09/10/2024 12:00,0,1,2         ,1         ,"",0.0030,<-4> [SBL] ,0.0120,<0>  ,"","","","",0.1000,<1> (CHB) ,39.2700,<0>  ,
"lksbanut  ","P",09/10/2024 14:00,0,1,2         ,1         ,"",0.0030,<-4> [SBL] ,0.0090,<0>  ,"","","","",0.1030,<1> (CHB) ,37.1800,<0>  ,
"lksbanut  ","P",09/10/2024 16:00,0,1,2         ,1         ,"",0.0030,<-4> [SBL] ,0.0090,<0>  ,"","","","",0.1000,<1> (CHB) ,13.7200,<0>  ,
"lksbanut  ","P",09/10/2024 18:00,0,1,2         ,1         ,"",0.0030,<-4> [SBL] ,0.0090,<0>  ,"","","","",0.0940,<1> (CHB) ,14.2200,<0>  ,
"lksbanut  ","P",09/10/2024 20:00,0,1,2         ,1         ,"",0.0030,<0>  ,0.0100,<0>  ,"","","","",0.0940,<1> (CHB) ,35.5700,<0>  ,
"lksbanut  ","P",09/10/2024 22:00,0,1,2         ,1         ,"",0.0030,<-4> [SBL] ,0.0080,<0>  ,"","","","",0.1120,<1> (CHB) ,40.9700,<0>  ,
"lksbanut  ","P",09/11/2024 0:00,0,1,2         ,1         ,"",0.0030,<-4> [SBL] ,0.0120,<0>  ,"","","","",0.0920,<1> (CHB) ,19.6600,<0>  ,
"lksbanut  ","P",09/11/2024 2:00,0,1,2         ,1         ,"",0.0030,<-4> [SBL] ,0.0100,<0>  ,"","","","",0.1000,<1> (CHB) ,43.5600,<0>  ,
"lksbanut  ","P",09/11/2024 4:00,0,1,2         ,1         ,"",0.0030,<-4> [SBL] ,0.0100,<0>  ,"","","","",0.0990,<1> (CHB) ,46.3200,<0>  ,
"lksbanut  ","P",09/11/2024 6:00,0,1,2         ,1         ,"",0.0030,<-4> [SBL] ,0.0110,<0>  ,"","","","",0.1380,<1> (CHB) ,50.4800,<0>  ,
"lksbanut  ","P",10/08/2024 8:00,0,1,2         ,1         ,"",0.0080,<0>  ,0.0300,<0>  ,"","","","",0.2440,<0>  ,26.1400,<0>  ,
"lksbanut  ","P",10/08/2024 10:00,0,1,2         ,1         ,"",0.0090,<0>  ,0.0370,<0>  ,"","","","",0.2890,<0>  ,23.7100,<0>  ,
"lksbanut  ","P",10/08/2024 12:00,0,1,2         ,1         ,"",0.0090,<0>  ,0.0300,<0>  ,"","","","",0.2680,<0>  ,25.1200,<0>  ,
"lksbanut  ","P",10/08/2024 12:15,0,1,1         ,1         ,"",0.0100,<0>  ,0.0360,<0>  ,"","","","",0.2560,<0>  ,22.1300,<0>  ,
"lksbanut  ","P",10/08/2024 12:17,0,1,1         ,2         ,"",0.0110,<0>  ,0.0350,<0>  ,"","","","",0.2630,<0>  ,23.8000,<0>  ,
"lksbanut  ","P",10/08/2024 14:00,0,1,2         ,1         ,"",0.0080,<0>  ,0.0270,<0>  ,"","","","",0.2570,<0>  ,7.9000,<0>  ,
"lksbanut  ","P",10/08/2024 16:00,0,1,2         ,1         ,"",0.0080,<0>  ,0.0240,<0>  ,"","","","",0.2490,<0>  ,22.1400,<0>  ,
"lksbanut  ","P",10/08/2024 18:00,0,1,2         ,1         ,"",0.0080,<0>  ,0.0250,<0>  ,"","","","",0.2640,<0>  ,6.1900,<0>  ,
"lksbanut  ","P",10/08/2024 20:00,0,1,2         ,1         ,"",0.0080,<0>  ,0.0300,<0>  ,"","","","",0.2630,<0>  ,13.6800,<0>  ,
"lksbanut  ","P",10/08/2024 22:00,0,1,2         ,1         ,"",0.0090,<0>  ,0.0330,<0>  ,"","","","",0.2770,<0>  ,7.7600,<0>  ,
"lksbanut  ","P",10/09/2024 0:00,0,1,2         ,1         ,"",0.0090,<0>  ,0.0340,<0>  ,"","","","",0.2700,<0>  ,11.6300,<0>  ,
"lksbanut  ","P",10/09/2024 2:00,0,1,2         ,1         ,"",0.0090,<0>  ,0.0320,<0>  ,"","","","",0.2500,<0>  ,12.8100,<0>  ,
"lksbanut  ","P",10/09/2024 4:00,0,1,2         ,1         ,"",0.0090,<0>  ,0.0360,<0>  ,"","","","",0.2690,<0>  ,3.9000,<0>  ,
"lksbanut  ","P",10/09/2024 6:00,0,1,2         ,1         ,"",0.0100,<0>  ,0.0450,<0>  ,"","","","",0.2990,<0>  ,11.7800,<0>  ,
"lksbanut  ","P",11/06/2024 8:00,0,1,2         ,1         ,"",0.0080,<0>  ,0.1020,<0>  ,"","","","",0.4330,<0>  ,9.4600,<0>  ,
"lksbanut  ","P",11/06/2024 10:00,0,1,2         ,1         ,"",0.0120,<0>  ,0.1120,<0>  ,"","","","",0.4420,<0>  ,6.3300,<0>  ,
"lksbanut  ","P",11/06/2024 11:33,0,1,1         ,1         ,"",0.0140,<0>  ,0.1000,<0>  ,"","","","",0.4160,<0>  ,10.4100,<0>  ,
"lksbanut  ","P",11/06/2024 11:35,0,1,1         ,2         ,"",0.0160,<0>  ,0.0970,<0>  ,"","","","",0.4300,<0>  ,10.0100,<0>  ,
"lksbanut  ","P",11/06/2024 12:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.0980,<0>  ,"","","","",0.4330,<0>  ,10.5800,<0>  ,
"lksbanut  ","P",11/06/2024 14:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.1010,<0>  ,"","","","",0.4420,<0>  ,7.3200,<0>  ,
"lksbanut  ","P",11/06/2024 16:00,0,1,2         ,1         ,"",0.0130,<0>  ,0.0930,<0>  ,"","","","",0.4280,<0>  ,10.8400,<0>  ,
"lksbanut  ","P",11/06/2024 18:00,0,1,2         ,1         ,"",0.0120,<0>  ,0.0880,<0>  ,"","","","",0.4110,<0>  ,11.0600,<0>  ,
"lksbanut  ","P",11/06/2024 20:00,0,1,2         ,1         ,"",0.0110,<0>  ,0.1010,<0>  ,"","","","",0.4270,<0>  ,9.4500,<0>  ,
"lksbanut  ","P",11/06/2024 22:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.1050,<0>  ,"","","","",0.4430,<0>  ,8.3400,<0>  ,
"lksbanut  ","P",11/07/2024 0:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.0990,<0>  ,"","","","",0.4390,<0>  ,6.8400,<0>  ,
"lksbanut  ","P",11/07/2024 2:00,0,1,2         ,1         ,"",0.0140,<0>  ,0.1030,<0>  ,"","","","",0.4330,<0>  ,8.9400,<0>  ,
"lksbanut  ","P",11/07/2024 4:00,0,1,2         ,1         ,"",0.0160,<0>  ,0.1160,<0>  ,"","","","",0.4610,<0>  ,8.5200,<0>  ,
"lksbanut  ","P",11/07/2024 6:00,0,1,2         ,1         ,"",0.0150,<0>  ,0.1020,<0>  ,"","","","",0.4340,<0>  ,8.6900,<0>  ,
